ticker,name,sector,asset_class,weight_pct,market_value
BILL,BILL HOLDINGS,Information Technology,Equity,0.01,2676984.73
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Equity,0.01,2672486.48
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary,Equity,0.01,2662764.06
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Equity,0.01,2633998.87
OLED,UNIVERSAL DISPLAY CORP,Information Technology,Equity,0.01,2628559.96
BBWI,BATH AND BODY WORKS,Consumer Discretionary,Equity,0.01,2605365.0
BFB,BROWN FORMAN CLASS B,Consumer Staples,Equity,0.01,2590664.51
PVH,PVH,Consumer Discretionary,Equity,0.01,2588082.15
WSC,WILLSCOT HOLDINGS CLASS A,Industrials,Equity,0.01,2581377.36
SLGN,SILGAN HOLDINGS,Materials,Equity,0.01,2550613.26
OGN,ORGANON,Health Care,Equity,0.01,2513796.12
VKTX,VIKING THERAPEUTICS,Health Care,Equity,0.01,2498428.98
AUGO,AURA MINERALS INC,Materials,Equity,0.01,2487005.0
FRPT,FRESHPET,Consumer Staples,Equity,0.0,2408761.96
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,0.0,2351039.95
POST,POST HOLDINGS,Consumer Staples,Equity,0.0,2284257.99
FHB,FIRST HAWAIIAN,Financials,Equity,0.0,2278742.84
CAI,CARIS LIFE SCIENCES,Health Care,Equity,0.0,2269213.38
KRMN,KARMAN HOLDINGS INC,Industrials,Equity,0.0,2270812.06
YETI,YETI HOLDINGS,Consumer Discretionary,Equity,0.0,2246510.6
DOCS,DOXIMITY CLASS A,Health Care,Equity,0.0,2227020.58
AMTM,AMENTUM HOLDINGS,Industrials,Equity,0.0,2199911.4
AGO,ASSURED GUARANTY LTD,Financials,Equity,0.0,2177326.53
LOAR,LOAR HOLDINGS,Industrials,Equity,0.0,2155903.68
WING,WINGSTOP,Consumer Discretionary,Equity,0.0,2151191.84
BHF,BRIGHTHOUSE FINANCIAL,Financials,Equity,0.0,2129204.36
FRHC,FREEDOM HOLDING CORP,Financials,Equity,0.0,2075544.4
DRS,LEONARDO DRS INC,Industrials,Equity,0.0,2013144.4
PEGA,PEGASYSTEMS,Information Technology,Equity,0.0,2001281.31
KD,KYNDRYL HOLDINGS,Information Technology,Equity,0.0,2003059.6
HAYW,HAYWARD HOLDINGS,Industrials,Equity,0.0,1985029.2
LINE,LINEAGE,Real Estate,Equity,0.0,1978881.84
CHH,CHOICE HOTELS INTERNATIONAL,Consumer Discretionary,Equity,0.0,1971327.84
QS,QUANTUMSCAPE CLASS A,Consumer Discretionary,Equity,0.0,1972533.78
EEFT,EURONET WORLDWIDE INC,Financials,Equity,0.0,1898077.2
SMG,SCOTTS MIRACLE GRO,Materials,Equity,0.0,1865346.75
BOKF,BOK FINANCIAL CORP,Financials,Equity,0.0,1790655.12
CAR,AVIS BUDGET GROUP INC,Industrials,Equity,0.0,1775232.0
FOUR,SHIFT4 PAYMENTS CLASS A,Financials,Equity,0.0,1778127.5
UI,UBIQUITI,Information Technology,Equity,0.0,1743252.8
WHR,WHIRLPOOL,Consumer Discretionary,Equity,0.0,1733686.74
PPLI,PEOPLE,Communication,Equity,0.0,1708559.16
KVYO,KLAVIYO SERIES A,Information Technology,Equity,0.0,1696596.72
WLK,WESTLAKE CORP,Materials,Equity,0.0,1677904.29
FWONA,LIBERTY MEDIA FORMULA ONE SERIES A,Communication,Equity,0.0,1643815.68
CACC,CREDIT ACCEPTANCE CORP,Financials,Equity,0.0,1558305.0
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,Equity,0.0,1492189.16
MFP,MIDERA FOOD PROCESSING INC,Industrials,Equity,0.0,1436827.28
WU,WESTERN UNION,Financials,Equity,0.0,1409405.58
MPT,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,0.0,1402344.96
OLN,OLIN CORP,Materials,Equity,0.0,1390282.08
LLYVA,LIBERTY LIVE HOLDINGS INC SERIES A,Communication,Equity,0.0,1356610.64
DDS,DILLARDS CLASS A,Consumer Discretionary,Equity,0.0,1330465.25
BIRK,BIRKENSTOCK HOLDING PLC,Consumer Discretionary,Equity,0.0,1317856.5
IPGP,IPG PHOTONICS CORP,Information Technology,Equity,0.0,1271736.77
PSN,PARSONS CORP,Industrials,Equity,0.0,1234677.76
LBTYA,LIBERTY GLOBAL LTD CLASS A,Communication,Equity,0.0,1229998.0
ZG,ZILLOW GROUP CLASS A,Real Estate,Equity,0.0,1168198.64
SNDR,SCHNEIDER NATIONAL CLASS B,Industrials,Equity,0.0,1141233.66
SMMT,SUMMIT THERAPEUTICS,Health Care,Equity,0.0,1144661.2
LBTYK,LIBERTY GLOBAL LTD CLASS C,Communication,Equity,0.0,1014006.0
JAN,JANUS LIVING INC CLASS A,Real Estate,Equity,0.0,1008602.32
BFA,BROWN FORMAN CLASS A,Consumer Staples,Equity,0.0,976939.52
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,0.0,913646.25
INGM,INGRAM MICRO HOLDING,Information Technology,Equity,0.0,879407.28
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Equity,0.0,850493.49
CNA,CNA FINANCIAL CORP,Financials,Equity,0.0,845693.9
COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary,Equity,0.0,821684.48
SEB,SEABOARD,Consumer Staples,Equity,0.0,813407.54
FRMI,FERMI INC,Real Estate,Equity,0.0,789977.76
SAIL,SAILPOINT,Information Technology,Equity,0.0,754399.1
BLSH,BULLISH,Financials,Equity,0.0,756166.18
MWH,SOLV ENERGY CLASS A INC,Industrials,Equity,0.0,752568.7
TFSL,TFS FINANCIAL CORP,Financials,Equity,0.0,733788.16
SFD,SMITHFIELD FOODS INC,Consumer Staples,Equity,0.0,689132.34
NIQ,NIQ GLOBAL INTELLIGENCE PLC,Communication,Equity,0.0,617051.98
XE,X-ENERGY INC CLASS A,Industrials,Equity,0.0,528462.66
LENB,LENNAR CORP CLASS B,Consumer Discretionary,Equity,0.0,516485.13
CBC,CENTRAL BANCOMPANY CLASS A,Financials,Equity,0.0,456729.04
UHAL,U HAUL HOLDING,Industrials,Equity,0.0,419917.32
UWMC,UWM HOLDINGS CLASS A,Financials,Equity,0.0,176760.74
HOLX,HOLOGIC INC,Health Care,Equity,0.0,1574.05
